emg,grf,knee,ankle
5.208608434,108.3666769,13.754075,20.353825
5.227161446,109.067026,13.968511,20.3496
5.235540226,109.7454654,14.185593,20.342358
5.229555383,110.4011023,14.405311,20.33201
5.227161446,111.033044,14.627703,20.318476
5.222373572,111.6404366,14.852756,20.301672
5.219979635,112.2225417,15.080509,20.281513
5.21638873,112.7786425,15.310953,20.257921
5.195441781,113.3080218,15.544125,20.230806
5.18407058,113.8099342,15.780013,20.200098
5.169706958,114.283586,16.018661,20.165703
5.155343336,114.728179,16.260052,20.12755
5.13200245,115.1429161,16.50423,20.085554
5.121828218,115.5270299,16.751184,20.039642
5.126616092,115.8797828,17.000956,19.989729
5.146366072,116.2004388,17.253544,19.935743
5.097888848,116.4882671,17.508953,19.877615
4.829767904,116.742593,17.767221,19.815264
4.679548357,116.9627753,18.028337,19.748629
4.671768061,117.1481737,18.292345,19.677631
4.649624144,117.2981469,18.559223,19.602217
4.641843849,117.4120496,18.82902,19.522312
4.632268101,117.4892349,19.101717,19.43786
4.638252943,117.5290562,19.377357,19.348801
4.640048396,117.5309077,19.655922,19.255087
4.643040817,117.4943109,19.937452,19.156652
4.600548436,117.4188115,20.221926,19.053461
4.542495463,117.3039557,20.509384,18.945457
4.519753062,117.1493278,20.799807,18.832615
4.512571251,116.9545796,21.093229,18.714876
4.441351625,116.7193696,21.389631,18.592226
4.423397097,116.443359,21.689047,18.464619
4.422200129,116.1262773,21.991449,18.332048
4.40963196,115.7679246,22.296873,18.194473
4.40963196,115.3681048,22.605289,18.051899
4.40544257,114.9266265,22.916733,17.904299
4.363548672,114.4433541,23.231165,17.751684
4.240859401,113.9181862,23.548622,17.59403
4.113382256,113.3510224,23.869062,17.43137
4.107995897,112.7417815,24.19252,17.263693
4.090639854,112.0904958,24.518944,17.091036
4.051139893,111.3972383,24.84837,16.913393
3.992488437,110.6620819,25.180746,16.730825
3.941617276,109.8851356,25.516096,16.543341
3.938624854,109.0666238,25.85437,16.351006
3.939223339,108.2067935,26.195591,16.153835
3.936829402,107.3058931,26.539701,15.951916
3.929049106,106.3642889,26.886715,15.745283
3.928450622,105.3825625,27.236574,15.534021
3.930246075,104.3613181,27.589296,15.31818
3.930246075,103.3011626,27.944809,15.097867
3.930246075,102.2027724,28.303122,14.873143
3.927253654,101.0668984,28.664171,14.64412
3.926655169,99.89429529,29.027958,14.410873
3.925458201,98.6857487,29.394403,14.173538
3.924859717,97.44240046,29.763514,13.932199
3.924261232,96.16562064,30.135204,13.686993
3.923064264,94.85678308,30.509474,13.438022
3.923662748,93.51729049,30.886232,13.185449
3.921867295,92.14871849,31.265478,12.929376
3.920670327,90.75270678,31.647114,12.669971
3.917079421,89.33089519,32.031128,12.40736
3.912291547,87.88502573,32.417423,12.141725
3.878776429,86.41717741,32.805981,11.873193
3.856632512,84.92949858,33.196697,11.601955
3.863814323,83.42413835,33.589558,11.328156
3.869799165,81.90332405,33.984444,11.052003
3.870996134,80.36942988,34.381332,10.773634
3.886556724,78.82484625,34.780113,10.493271
3.972139972,77.27196805,35.180748,10.211069
4.11817013,75.7133157,35.583126,9.927254
4.152882216,74.15154892,35.987206,9.641983
4.447934952,72.58933467,36.39286,9.355491
5.151752431,71.02934667,36.800053,9.067949
5.608395914,69.47433949,37.208656,8.779593
5.812479043,67.92712115,37.618622,8.490593
5.916615303,66.39050058,38.029816,8.201199
6.287077054,64.86726267,38.442188,7.911585
7.2087428,63.36004284,38.855602,7.621999
7.448734985,61.87141933,39.270012,7.332622
7.433174394,60.40397024,39.685268,7.043704
7.61271967,58.96020396,40.101311,6.755428
8.849188132,57.542391,40.517998,6.468045
9.210672619,56.15275123,40.935276,6.18174
9.194513544,54.79350264,41.352985,5.89676
9.203490808,53.46664126,41.771065,5.613293
9.279498308,52.17373313,42.189365,5.331584
9.488369312,50.91629507,42.607819,5.051818
9.503929902,49.69582956,43.026272,4.774238
9.953990059,48.51341505,43.444656,4.499025
10.06231571,47.36964513,43.862816,4.226422
10.14011866,46.26508682,44.280674,3.956604
10.16465651,45.2002573,44.698082,3.689805
10.18141407,44.17504884,45.11496,3.426197
10.23408069,43.18892819,45.531155,3.166011
10.31008819,42.24135397,45.94659,2.909411
10.30530031,41.33163019,46.361107,2.656615
10.3058988,40.4580675,46.774635,2.407786
10.26699732,39.61858355,47.187004,2.163136
10.26759581,38.81109499,47.598148,1.922811
10.26520187,38.03351852,48.007912,1.687013
10.32026242,37.28377078,48.41621,1.455887
10.33342907,36.55976847,48.822891,1.229622
10.34898966,35.85942826,49.227879,1.008346
10.35317905,35.1806668,49.631016,0.792237
10.38070933,34.52140078,50.032227,0.581419
10.39866386,33.87954687,50.431358,0.376056
10.40225476,33.25302174,50.82835,0.176251
10.39986083,32.63974206,51.22303,-0.017842
10.40764112,32.03762451,51.615337,-0.206123
10.41242899,31.44458575,52.005116,-0.388461
10.56504248,30.85854246,52.392303,-0.564776
11.04801927,30.27741131,52.776745,-0.734946
11.72251102,29.69910898,53.158386,-0.898895
11.88888964,29.12155213,53.537064,-1.05653
12.09057883,28.54265743,53.912731,-1.207795
13.91834974,27.96034156,54.285236,-1.352601
15.1470379,27.3725212,54.654518,-1.490903
15.20628784,26.77711301,55.020443,-1.622642
15.23501509,26.17203366,55.382946,-1.74779
15.25895446,25.55519983,55.741901,-1.866292
